features	levels	decision	cuts	supportLHS	supportRHS	accuracyRHS	coverageLHS	coverageRHS	stabilityLHS	stabilityRHS	cut1	cut2	cut3	cut4	supportRatioLHS	supportRatioRHS	pValue	riskRatio	pValueRiskRatio	confIntRiskRatio	cut5
CBS,USP31	3,1	Prot	value>cut,value<cut	6	6	1	0.17143	0.35294	1	1	-0.0623	0.1535			0.3	0.3	1	Inf	1	-Inf:Inf	
TRIM16,X00000060253	1,1	NonProt	value<cut,value<cut	7	6	0.85714	0.2	0.33333	1	1	-1.7125	1.18767			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000060253,MAOA	1,2	NonProt	value<cut,cut<value<cut	7	6	0.85714	0.2	0.34722	1	1	1.16227	0.23777	0.67283		0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000037843,X00000053012	3,1	NonProt	value>cut,value<cut	7	7	0.92602	0.21145	0.40733	1	1	2.83611	2.59167			0.36842	0.36842	1	Inf	1	-Inf:Inf	
KIR3DL0,SMIM2	1,3	NonProt	value<cut,value>cut	6	6	1	0.18492	0.37132	1	1	2.84192	1.03498			0.31579	0.31579	1	Inf	1	-Inf:Inf	
VSTM1,X00000053012	3,1	NonProt	value>cut,value<cut	8	8	1	0.21706	0.44276	1	1	5.19688	2.57779			0.42105	0.42105	1	Inf	1	-Inf:Inf	
VSTM1,CFAP70	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.34865	1	1	5.22625	2.34422			0.31579	0.31579	1	Inf	1	-Inf:Inf	
TARM1,X00000053012	3,1	NonProt	value>cut,value<cut	8	7	0.86905	0.2172	0.39188	1	1	1.94633	2.59373			0.42105	0.36842	1	7.36842105263158	1	0.998:54.391	
STARD8,F2RL3	3,3	NonProt	value>cut,value>cut	8	7	0.88922	0.21336	0.40176	1	1	1.44787	-1.81822			0.42105	0.36842	1	7.36842105263158	1	0.998:54.391	
THRB,SMIM2	3,2	NonProt	value>cut,cut<value<cut	7	6	0.90476	0.2	0.36574	1	1	-3.1894	-0.24807	1.12097		0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000037843,LILRB1	3,3	NonProt	value>cut,value>cut	7	6	0.90476	0.2	0.37228	1	1	2.8294	7.699			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
VSTM1,LILRB1	3,3	NonProt	value>cut,value>cut	6	6	1	0.1791	0.37459	1	1	5.19367	7.699			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LILRB1,DLK1	3,3	NonProt	value>cut,value>cut	6	6	1	0.17024	0.35907	1	1	7.702	-0.04695			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,LILRB1	1,3	NonProt	value<cut,value>cut	6	6	1	0.17143	0.33333	1	1	2.9505	7.693			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000053012,LILRB1	1,3	NonProt	value<cut,value>cut	7	7	1	0.20992	0.43581	1	1	2.58318	7.73331			0.36842	0.36842	1	Inf	1	-Inf:Inf	
KIR3DL0,F2RL3	1,3	NonProt	value<cut,value>cut	6	6	1	0.17143	0.34314	1	1	2.9035	-1.5483			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000053274,KIR3DL0	2,1	NonProt	cut<value<cut,value<cut	6	6	1	0.17143	0.33333	1	1	-0.3996	1.2815	2.9505		0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,CTH	1,3	NonProt	value<cut,value>cut	6	6	1	0.16984	0.34722	1	1	2.88633	-0.8744			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC719667,TARM1	3,3	NonProt	value>cut,value>cut	7	7	1	0.18859	0.38741	1	1	4.98919	2.02135			0.36842	0.36842	1	Inf	1	-Inf:Inf	
LOC719667,KIR3DL0	3,1	NonProt	value>cut,value<cut	6	6	1	0.17937	0.36574	1	1	4.98417	2.88633			0.31579	0.31579	1	Inf	1	-Inf:Inf	
TARM1,CTH	3,3	NonProt	value>cut,value>cut	6	6	1	0.17603	0.36201	1	1	1.97268	-0.7964			0.31579	0.31579	1	Inf	1	-Inf:Inf	
A1BG	3	Prot	value>cut	11	10	0.91098	0.31905	0.55503	1	1	-1.4227				0.55	0.5	1	9.5	1	1.342:67.267	
KIR3DL0,ZNF576	2,2	Prot	cut<value<cut,cut<value<cut	7	6	0.85714	0.2	0.35294	1	1	2.9505	3.7	3.741	3.9385	0.35	0.3	1	5.7	1	0.755:43.043	
A1BG,LTC4S	3,1	Prot	value>cut,value<cut	6	6	1	0.16984	0.33529	1	1	-1.45523	-0.46503			0.3	0.3	1	Inf	1	-Inf:Inf	
A1BG,X00000058729	3,3	Prot	value>cut,value>cut	6	6	0.95238	0.18095	0.34056	1	1	-1.4275	-2.40723			0.3	0.3	1	Inf	1	-Inf:Inf	
KIR3DL0,DLK1	2,2	Prot	cut<value<cut,cut<value<cut	6	6	1	0.17143	0.35294	1	1	2.9505	3.7	-1.8118	0.1419	0.3	0.3	1	Inf	1	-Inf:Inf	
F2RL3,A1BG	1,3	Prot	value<cut,value>cut	6	6	1	0.17143	0.35294	1	1	-3.3308	-1.3534			0.3	0.3	1	Inf	1	-Inf:Inf	
TNNT2,A1BG	1,3	Prot	value<cut,value>cut	6	6	1	0.17024	0.32552	1	1	-2.4445	-1.4227			0.3	0.3	1	Inf	1	-Inf:Inf	
LTC4S,HCN2	1,1	Prot	value<cut,value<cut	7	6	0.8631	0.20952	0.35928	1	1	-0.40643	-2.90567			0.35	0.3	1	5.7	1	0.755:43.043	
A1BG,HEY1	3,1	Prot	value>cut,value<cut	6	6	1	0.17024	0.3348	1	1	-1.40897	-1.94923			0.3	0.3	1	Inf	1	-Inf:Inf	
VSTM1,LOC709056	3,1	NonProt	value>cut,value<cut	7	7	1	0.19841	0.40278	1	1	5.17313	-0.427			0.36842	0.36842	1	Inf	1	-Inf:Inf	
LOC709056,CTH	1,3	NonProt	value<cut,value>cut	7	6	0.97619	0.19048	0.37187	1	1	-0.39488	-0.7203			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
TARM1,LILRB1	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.33333	1	1	1.9697	7.693			0.31579	0.31579	1	Inf	1	-Inf:Inf	
TNNT2,TARM1	3,3	NonProt	value>cut,value>cut	6	6	0.97143	0.17619	0.35392	1	1	-0.69654	1.98636			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC709056,KRTAP29.1	1,2	NonProt	value<cut,cut<value<cut	7	7	1	0.20992	0.43449	1	1	-0.40291	-5.00669	-1.60675		0.36842	0.36842	1	Inf	1	-Inf:Inf	
X00000037843,RBM46	2,1	NonProt	cut<value<cut,value<cut	7	6	0.85714	0.2	0.33333	1	1	2.473	2.7446	-2.4869		0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
LOC719667,X00000056965	3,1	NonProt	value>cut,value<cut	6	6	1	0.17024	0.34865	1	1	5.00238	-3.4486			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,LOC701920	1,1	NonProt	value<cut,value<cut	6	6	1	0.18512	0.38006	1	1	2.81363	5.25713			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000064715,TMX2	1,1	NonProt	value<cut,value<cut	7	6	0.85714	0.2	0.33333	1	1	-0.0934	2.857			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
TMX2,MYH15	1,2	NonProt	value<cut,cut<value<cut	7	6	0.85714	0.2	0.34314	1	1	2.857	-2.1852	-1.484		0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
THRB,HCN2	3,3	NonProt	value>cut,value>cut	6	6	0.95238	0.18003	0.35743	1	1	-3.19057	-2.14795			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,X00000064715	1,1	NonProt	value<cut,value<cut	6	6	1	0.17143	0.34314	1	1	2.9035	-0.01805			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000037843,F2RL3	1,1	Prot	value<cut,value<cut	7	6	0.90476	0.19048	0.34641	1	1	2.4711	-3.39037			0.35	0.3	1	5.7	1	0.755:43.043	
LOC709056,ESR1	2,3	Prot	cut<value<cut,value>cut	7	6	0.95238	0.18862	0.35196	1	1	-0.427	0.7151	1.05813		0.35	0.3	1	5.7	1	0.755:43.043	
C5H4orf45,USP31	1,1	Prot	value<cut,value<cut	7	6	0.85714	0.2	0.35294	1	1	0.34017	0.22357			0.35	0.3	1	5.7	1	0.755:43.043	
X00000053012,C5H4orf45	3,1	Prot	value>cut,value<cut	7	6	0.88929	0.20444	0.3441	1	1	2.87166	0.2548			0.35	0.3	1	5.7	1	0.755:43.043	
TARM1,TRIM16	1,3	Prot	value<cut,value>cut	6	6	0.92857	0.18571	0.33437	1	1	1.369	-0.9464			0.3	0.3	1	Inf	1	-Inf:Inf	
TARM1,CBS	1,3	Prot	value<cut,value>cut	7	6	0.85714	0.2	0.35294	1	1	1.369	-0.0623			0.35	0.3	1	5.7	1	0.755:43.043	
X00000037843,X00000059200	1,3	Prot	value<cut,value>cut	6	6	1	0.17048	0.32708	1	1	2.46764	2.81416			0.3	0.3	1	Inf	1	-Inf:Inf	
LOC701920,A1BG	3,3	Prot	value>cut,value>cut	6	6	1	0.17143	0.33808	1	1	5.5238	-1.44232			0.3	0.3	1	Inf	1	-Inf:Inf	
CBS,TRIM16	3,3	Prot	value>cut,value>cut	6	6	1	0.17143	0.35294	1	1	-0.0623	-0.9464			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,KIR3DL0	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17143	0.33402	1	1	2.4673	2.86167	3.656		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053274,LTC4S	3,1	Prot	value>cut,value<cut	6	6	1	0.17143	0.35294	1	1	1.31457	-0.40033			0.3	0.3	1	Inf	1	-Inf:Inf	
KIR3DL0,LTC4S	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17143	0.35294	1	1	2.85425	3.7	-0.4186		0.3	0.3	1	Inf	1	-Inf:Inf	
LILRB1,HCN2	1,2	Prot	value<cut,cut<value<cut	7	6	0.85714	0.2	0.35294	1	1	7.255	-2.8193	-2.1949		0.35	0.3	1	5.7	1	0.755:43.043	
A1BG,THRB	3,1	Prot	value>cut,value<cut	7	7	1	0.19317	0.37915	1	1	-1.4146	-4.87432			0.35	0.35	1	Inf	1	-Inf:Inf	
LILRB1,A1BG	1,3	Prot	value<cut,value>cut	7	7	1	0.18955	0.36463	1	1	7.29283	-1.43665			0.35	0.35	1	Inf	1	-Inf:Inf	
KIR3DL0,LAMC1	2,2	Prot	cut<value<cut,cut<value<cut	6	6	1	0.17143	0.35294	1	1	2.9505	3.7	0.903	1.8291	0.3	0.3	1	Inf	1	-Inf:Inf	
FABP5,X00000037843	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17064	0.33173	1	1	1.99295	2.45695	2.47008		0.3	0.3	1	Inf	1	-Inf:Inf	
TMEM38A,LOC114669850	2,2	NonProt	cut<value<cut,cut<value<cut	6	6	0.92857	0.18571	0.33333	1	1	2.74925	3.15075	-0.0248	1.51495	0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000059200,X00000064369	1,1	NonProt	value<cut,value<cut	6	6	1	0.17798	0.36816	1	1	-0.42692	2.57567			0.31579	0.31579	1	Inf	1	-Inf:Inf	
FABP5,LOC702786	3,2	NonProt	value>cut,cut<value<cut	6	6	1	0.17738	0.36806	1	1	2.5016	-5.02065	-1.90228		0.31579	0.31579	1	Inf	1	-Inf:Inf	
KRTAP29.1,HCN2	2,3	NonProt	cut<value<cut,value>cut	6	6	1	0.18095	0.36206	1	1	-4.98058	-1.7825	-2.13925		0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000059200,ZNF576	1,1	NonProt	value<cut,value<cut	6	6	1	0.17143	0.35417	1	1	-0.4139	3.741			0.31579	0.31579	1	Inf	1	-Inf:Inf	
VSTM1,TRIM16	1,3	Prot	value<cut,value>cut	7	6	0.90476	0.19048	0.34056	1	1	4.4315	-0.98153			0.35	0.3	1	5.7	1	0.755:43.043	
X00000059200,KRTAP29.1	3,3	Prot	value>cut,value>cut	7	6	0.86012	0.2037	0.3368	1	1	2.79133	-1.70158			0.35	0.3	1	5.7	1	0.755:43.043	
A1BG,ZNF576	2,1	NonProt	cut<value<cut,value<cut	7	6	0.85714	0.2	0.33987	1	1	-1.9115	-1.4275	3.74767		0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
TARM1,ESR1	3,1	NonProt	value>cut,value<cut	7	6	0.85714	0.2	0.33333	1	1	1.9697	0.6029			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
DLK1,X00000059995	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.34314	1	1	-0.0066	-0.44865			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KRTAP29.1,CTH	2,3	NonProt	cut<value<cut,value>cut	7	6	0.94866	0.19286	0.36989	1	1	-4.9885	-1.22756	-0.74224		0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
LOC709056,LILRB1	1,3	NonProt	value<cut,value>cut	6	6	1	0.17143	0.35376	1	1	-0.427	7.699			0.31579	0.31579	1	Inf	1	-Inf:Inf	
C5H4orf45,ZNF576	3,1	NonProt	value>cut,value<cut	6	6	1	0.17064	0.35417	1	1	1.86053	3.74233			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000037843,TARM1	3,3	NonProt	value>cut,value>cut	7	6	0.89286	0.19286	0.34865	1	1	2.8718	2.0257			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
TARM1,SMIM2	3,3	NonProt	value>cut,value>cut	8	6	0.86541	0.2131	0.3844	1	1	1.98358	1.01142			0.42105	0.31579	1	3.15789473684211	1	0.725:13.762	
VSTM1,TARM1	3,3	NonProt	value>cut,value>cut	8	6	0.8373	0.2125	0.36428	1	1	5.20675	1.99108			0.42105	0.31579	1	3.15789473684211	1	0.725:13.762	
KIR3DL0,LTC4S	1,3	NonProt	value<cut,value>cut	6	6	1	0.17143	0.33333	1	1	2.9505	0.5971			0.31579	0.31579	1	Inf	1	-Inf:Inf	
VSTM1,SDK2	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.33725	1	1	5.2101	-0.8672			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,LOC702786	1,2	NonProt	value<cut,cut<value<cut	6	6	1	0.18452	0.37153	1	1	2.85925	-4.9764	-1.35992		0.31579	0.31579	1	Inf	1	-Inf:Inf	
CFAP70,X00000064369	3,1	NonProt	value>cut,value<cut	7	6	0.85714	0.2	0.33987	1	1	2.34737	2.5557			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
LOC709056,C5H4orf45	1,3	NonProt	value<cut,value>cut	7	6	0.86071	0.2046	0.37402	1	1	-0.40306	1.74288			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000037843,DLK1	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.34722	1	1	2.8294	0.0425			0.31579	0.31579	1	Inf	1	-Inf:Inf	
STARD8,THRB	3,3	NonProt	value>cut,value>cut	7	7	1	0.18776	0.38177	1	1	1.47353	-3.14964			0.36842	0.36842	1	Inf	1	-Inf:Inf	
X00000037843,STARD8	3,3	NonProt	value>cut,value>cut	6	6	1	0.18571	0.38058	1	1	2.87475	1.46377			0.31579	0.31579	1	Inf	1	-Inf:Inf	
A1BG,X00000059995	2,1	NonProt	cut<value<cut,value<cut	6	6	1	0.16905	0.35417	1	1	-2.00925	-1.4227	-0.4414		0.31579	0.31579	1	Inf	1	-Inf:Inf	
FABP5,ZNF576	3,1	NonProt	value>cut,value<cut	6	6	1	0.17798	0.36657	1	1	2.47014	3.7445			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000059200,TMX2	1,1	NonProt	value<cut,value<cut	6	6	1	0.17143	0.35417	1	1	-0.4139	2.857			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LILRB1,X00000060253	3,1	NonProt	value>cut,value<cut	6	6	0.95238	0.18095	0.34722	1	1	7.72867	1.18767			0.31579	0.31579	1	Inf	1	-Inf:Inf	
VSTM1,TMX2	3,1	NonProt	value>cut,value<cut	6	6	1	0.17064	0.34355	1	1	5.19367	2.86617			0.31579	0.31579	1	Inf	1	-Inf:Inf	
CBS,KRTAP29.1	2,2	NonProt	cut<value<cut,cut<value<cut	6	6	1	0.17143	0.33333	1	1	-1.861	-0.01145	-5.01425	-4.338	0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000059200,LOC702786	3,3	Prot	value>cut,value>cut	7	6	0.86071	0.20444	0.33749	1	1	2.7762	-0.97548			0.35	0.3	1	5.7	1	0.755:43.043	
KIR3DL0,A1BG	2,3	Prot	cut<value<cut,value>cut	6	6	1	0.17143	0.35294	1	1	2.9505	3.7	-1.3534		0.3	0.3	1	Inf	1	-Inf:Inf	
USP31,X00000064369	1,3	Prot	value<cut,value>cut	6	6	1	0.18003	0.34606	1	1	0.09577	3.28768			0.3	0.3	1	Inf	1	-Inf:Inf	
KIR3DL0,LOC702786	2,3	Prot	cut<value<cut,value>cut	7	7	0.975	0.19317	0.35978	1	1	2.839	3.6149	-1.4832		0.35	0.35	1	Inf	1	-Inf:Inf	
TARM1,LTC4S	2,1	Prot	cut<value<cut,value<cut	7	6	0.85714	0.19889	0.331	1	1	1.34962	1.98304	-0.40994		0.35	0.3	1	5.7	1	0.755:43.043	
TMEM38A,LTC4S	1,1	Prot	value<cut,value<cut	7	6	0.98438	0.18869	0.36073	1	1	2.77513	-0.44744			0.35	0.3	1	5.7	1	0.755:43.043	
ESR1,MYH15	3,1	Prot	value>cut,value<cut	6	6	1	0.17143	0.34159	1	1	1.07178	-2.31424			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053012,SDK2	2,3	Prot	cut<value<cut,value>cut	7	6	0.85714	0.2	0.33333	1	1	2.6072	2.8896	0.7789		0.35	0.3	1	5.7	1	0.755:43.043	
X00000037843,TMX2	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17143	0.32456	1	1	2.4673	2.857	3.24		0.3	0.3	1	Inf	1	-Inf:Inf	
THRB,X00000060253	1,3	Prot	value<cut,value>cut	7	7	0.975	0.19429	0.37042	1	1	-4.85688	2.06112			0.35	0.35	1	Inf	1	-Inf:Inf	
X00000060253,LAMC1	3,1	Prot	value>cut,value<cut	6	6	1	0.17143	0.33333	1	1	2.0932	0.9754			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,HCN2	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.16984	0.31637	1	1	2.46407	-3.0387	-2.1321		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,LOC709056	2,1	NonProt	cut<value<cut,value<cut	7	6	0.85714	0.2	0.35376	1	1	2.4711	2.87923	-0.39487		0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000053274,LOC715623	1,1	NonProt	value<cut,value<cut	6	6	1	0.16984	0.35376	1	1	-0.3475	-1.80267			0.31579	0.31579	1	Inf	1	-Inf:Inf	
THRB,X00000058427	1,2	Prot	value<cut,cut<value<cut	7	6	0.85714	0.2	0.33333	1	1	-4.8763	1.2056	1.8339		0.35	0.3	1	5.7	1	0.755:43.043	
X00000053274,STARD8	3,1	Prot	value>cut,value<cut	7	6	0.85714	0.2	0.33333	1	1	1.5977	0.6779			0.35	0.3	1	5.7	1	0.755:43.043	
THRB,HCN2	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17143	0.33333	1	1	-4.8763	-3.1067	-2.0401		0.3	0.3	1	Inf	1	-Inf:Inf	
LOC709056,C5H4orf45	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17937	0.34728	1	1	-0.39487	0.78023	0.13517		0.3	0.3	1	Inf	1	-Inf:Inf	
THRB,HEY1	1,1	Prot	value<cut,value<cut	6	6	1	0.17857	0.34856	1	1	-4.87242	-1.9763			0.3	0.3	1	Inf	1	-Inf:Inf	
RBM46,CTH	3,2	Prot	value>cut,cut<value<cut	7	6	0.85714	0.2	0.33333	1	1	-0.9358	-1.5624	-0.6032		0.35	0.3	1	5.7	1	0.755:43.043	
LAMC1,X00000059995	2,3	Prot	cut<value<cut,value>cut	7	6	0.85714	0.2	0.33333	1	1	0.9754	1.853	0.6267		0.35	0.3	1	5.7	1	0.755:43.043	
KRTAP29.1,C5H4orf45	3,1	Prot	value>cut,value<cut	6	6	1	0.17143	0.32456	1	1	0.31275	0.1759			0.3	0.3	1	Inf	1	-Inf:Inf	
VSTM1,KRTAP29.1	1,3	Prot	value<cut,value>cut	6	6	1	0.17024	0.3299	1	1	4.31225	0.375			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000064715,X00000059995	3,3	Prot	value>cut,value>cut	6	6	1	0.16905	0.31667	1	1	1.9788	0.6383			0.3	0.3	1	Inf	1	-Inf:Inf	
VSTM1,MYH15	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.33385	1	1	4.3465	-2.27085			0.3	0.3	1	Inf	1	-Inf:Inf	
FABP5,TNNT2	1,1	Prot	value<cut,value<cut	7	6	0.92857	0.2	0.36111	1	1	1.98845	-2.3553			0.35	0.3	1	5.7	1	0.755:43.043	
FABP5,X00000053012	1,3	Prot	value<cut,value>cut	6	6	1	0.18003	0.35279	1	1	1.99315	2.86568			0.3	0.3	1	Inf	1	-Inf:Inf	
LOC719667,CTH	3,3	NonProt	value>cut,value>cut	7	6	0.8869	0.20847	0.39018	1	1	4.97058	-0.82883			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
TMEM38A,LOC702786	3,2	NonProt	value>cut,cut<value<cut	7	6	0.85714	0.2	0.35294	1	1	3.2235	-4.9522	-0.37435		0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
FABP5,X00000060146	3,3	NonProt	value>cut,value>cut	6	6	0.92857	0.18571	0.36397	1	1	2.5097	-2.86625			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC719667,KRTAP29.1	3,2	NonProt	value>cut,cut<value<cut	6	6	1	0.17143	0.35376	1	1	4.987	-4.9425	0.85983		0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000064313,KRTAP29.1	1,2	NonProt	value<cut,cut<value<cut	6	6	1	0.17143	0.36397	1	1	-2.6169	-5.01225	-1.204		0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000053012,TRIM16	1,1	NonProt	value<cut,value<cut	6	6	1	0.17143	0.35294	1	1	2.6072	-1.628			0.31579	0.31579	1	Inf	1	-Inf:Inf	
DLK1,LOC702786	3,2	NonProt	value>cut,cut<value<cut	6	6	0.92857	0.18571	0.36397	1	1	-0.1299	-4.917	-0.37435		0.31579	0.31579	1	Inf	1	-Inf:Inf	
LILRB1,LOC702786	3,2	NonProt	value>cut,cut<value<cut	6	6	1	0.17064	0.3607	1	1	7.73783	-4.94847	-0.54677		0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC702786,CTH	2,3	NonProt	cut<value<cut,value>cut	7	6	0.94133	0.19184	0.36718	1	1	-4.9591	-1.15204	-0.74399		0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
LOC702786,C5H4orf45	2,3	NonProt	cut<value<cut,value>cut	6	6	1	0.17143	0.35294	1	1	-4.9522	-0.9418	1.5752		0.31579	0.31579	1	Inf	1	-Inf:Inf	
TNNT2,TMX2	1,2	Prot	value<cut,cut<value<cut	7	6	0.85714	0.2	0.33333	1	1	-2.361	2.857	3.24		0.35	0.3	1	5.7	1	0.755:43.043	
F2RL3,LTC4S	1,1	Prot	value<cut,value<cut	7	6	0.85714	0.2	0.33333	1	1	-3.3308	-0.2908			0.35	0.3	1	5.7	1	0.755:43.043	
X00000053012,LTC4S	3,1	Prot	value>cut,value<cut	6	6	1	0.17143	0.33875	1	1	2.87615	-0.40035			0.3	0.3	1	Inf	1	-Inf:Inf	
TNNT2,LOC701920	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17143	0.34314	1	1	-2.361	5.2565	5.4955		0.3	0.3	1	Inf	1	-Inf:Inf	
LOC719667,USP31	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17143	0.33987	1	1	3.95933	4.972	0.1246		0.3	0.3	1	Inf	1	-Inf:Inf	
F2RL3,C5H4orf45	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.32456	1	1	-3.4174	0.25165			0.3	0.3	1	Inf	1	-Inf:Inf	
VSTM1,F2RL3	1,1	Prot	value<cut,value<cut	6	6	1	0.17959	0.35218	1	1	4.38957	-3.75299			0.3	0.3	1	Inf	1	-Inf:Inf	
TNNT2,C5H4orf45	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.33333	1	1	-2.361	0.1759			0.3	0.3	1	Inf	1	-Inf:Inf	
F2RL3,DLK1	1,2	Prot	value<cut,cut<value<cut	6	6	0.92857	0.18571	0.34314	1	1	-3.3308	-1.88425	-0.0066		0.3	0.3	1	Inf	1	-Inf:Inf	
USP31,ZNF576	1,3	Prot	value<cut,value>cut	6	6	0.92857	0.18294	0.31667	1	1	0.06835	3.94175			0.3	0.3	1	Inf	1	-Inf:Inf	
VSTM1,ZNF576	1,3	Prot	value<cut,value>cut	6	6	1	0.17143	0.33402	1	1	4.3465	3.945			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,SMIM2	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.33729	1	1	2.4736	-0.2696			0.3	0.3	1	Inf	1	-Inf:Inf	
LOC719667,TNNT2	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17143	0.33333	1	1	3.995	4.964	-2.361		0.3	0.3	1	Inf	1	-Inf:Inf	
RBM46,LOC709056	3,2	Prot	value>cut,cut<value<cut	6	6	1	0.17143	0.34314	1	1	-1.00085	-0.3788	0.8126		0.3	0.3	1	Inf	1	-Inf:Inf	
ESR1,USP31	3,1	Prot	value>cut,value<cut	6	6	1	0.17024	0.32552	1	1	1.05385	0.13258			0.3	0.3	1	Inf	1	-Inf:Inf	
TMX2,X00000053012	3,2	Prot	value>cut,cut<value<cut	6	6	1	0.18191	0.34521	1	1	3.2406	2.59224	2.87166		0.3	0.3	1	Inf	1	-Inf:Inf	
USP31,LAMC1	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17143	0.32164	1	1	0.0609	0.94073	1.83707		0.3	0.3	1	Inf	1	-Inf:Inf	
FABP5,USP31	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.34314	1	1	1.98845	0.21915			0.3	0.3	1	Inf	1	-Inf:Inf	
TMEM38A,KRTAP29.1	3,2	NonProt	value>cut,cut<value<cut	7	6	0.90476	0.19048	0.34641	1	1	3.224	-5.00567	-1.2375		0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
DLK1,KRTAP29.1	3,2	NonProt	value>cut,cut<value<cut	6	6	0.92857	0.18571	0.36397	1	1	-0.1299	-4.97275	0.31275		0.31579	0.31579	1	Inf	1	-Inf:Inf	
F2RL3,DLK1	3,3	NonProt	value>cut,value>cut	6	6	1	0.17048	0.34951	1	1	-1.75826	-0.0399			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC701920,X00000064313	1,1	NonProt	value<cut,value<cut	7	7	1	0.19429	0.396	1	1	5.2619	-2.65678			0.36842	0.36842	1	Inf	1	-Inf:Inf	
LILRB1,KRTAP29.1	3,2	NonProt	value>cut,cut<value<cut	6	6	1	0.17024	0.35907	1	1	7.74688	-4.999	-1.198		0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000059995,MAOA	3,2	Prot	value>cut,cut<value<cut	7	6	0.85714	0.2	0.33333	1	1	0.6267	0.2151	0.6635		0.35	0.3	1	5.7	1	0.755:43.043	
